Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Total_Bookings,Loaded_Bookings,NoShow_Count,Booked_Count,CheckedIn_Count,Cancelled_Count,Total_Reserved_Meter,Total_Loaded_Meter,Total_Reserved_Heads,Total_Loaded_Heads,Total_Meter,Total_Head,NoShow_Rate,Capacity_Utilization_Rate,Reservation_Ratio,Overbooked_Flag,Overbooked_Meter,Unused_Capacity_Meter,Voyage_Risk_Category,Meters_To_Remove,Estimated_Bookings_To_Move,Overbooking_Severity
Rostock,Trelleborg,2025-12-01,08:00,SHIP_02,154,95,37,10,8,4,2163.5,1355.7,173,114,2000,220,0.2402597402597402,0.6778500000000001,1.08175,True,163.5,644.3,Overbooked,163.5,12,Medium
Rostock,Trelleborg,2025-05-14,10:00,SHIP_01,137,82,30,4,13,8,1963.5,1160.6,158,111,1800,180,0.218978102189781,0.6447777777777777,1.090833333333333,True,163.5,639.4000000000001,Overbooked,163.5,12,Medium
Rostock,Klaipeda,2025-07-14,06:00,SHIP_03,163,105,34,5,15,4,2263.4,1384.1,181,132,2100,230,0.2085889570552147,0.6590952380952381,1.0778095238095238,True,163.4000000000001,715.9000000000001,Overbooked,163.4000000000001,12,Medium
Rostock,Klaipeda,2024-04-29,14:00,SHIP_05,182,116,49,5,5,7,2562.9,1570.7,205,138,2400,280,0.2692307692307692,0.6544583333333334,1.067875,True,162.9000000000001,829.3,Overbooked,162.9000000000001,12,Medium
Rostock,Klaipeda,2024-06-14,14:00,SHIP_01,134,78,35,7,10,4,1962.8,1110.1,157,105,1800,180,0.2611940298507462,0.6167222222222222,1.0904444444444443,True,162.79999999999995,689.9000000000001,Overbooked,162.79999999999995,12,Medium
Klaipeda,Travemünde,2024-03-25,08:00,SHIP_01,140,90,33,6,6,5,1962.6,1270.5,162,110,1800,180,0.2357142857142857,0.7058333333333333,1.0903333333333334,True,162.5999999999999,529.5,Overbooked,162.5999999999999,12,Medium
Rostock,Trelleborg,2024-10-20,10:00,SHIP_02,158,83,54,2,12,7,2162.4,1104.7,180,109,2000,220,0.3417721518987341,0.55235,1.0812,True,162.4000000000001,895.3,Overbooked,162.4000000000001,12,Medium
Travemünde,Trelleborg,2025-04-03,10:00,SHIP_05,184,100,53,9,14,8,2562.3,1414.3,206,128,2400,280,0.2880434782608695,0.5892916666666667,1.067625,True,162.30000000000018,985.7,Overbooked,162.30000000000018,12,Medium
Rostock,Trelleborg,2025-10-23,08:00,SHIP_02,155,103,39,6,3,4,2161.9,1378.7,179,122,2000,220,0.2516129032258064,0.68935,1.08095,True,161.9000000000001,621.3,Overbooked,161.9000000000001,12,Medium
Trelleborg,Travemünde,2024-09-12,06:00,SHIP_03,163,99,42,9,8,5,2261.6,1331.7,192,126,2100,230,0.2576687116564417,0.6341428571428571,1.0769523809523809,True,161.5999999999999,768.3,Overbooked,161.5999999999999,12,Medium
Trelleborg,Travemünde,2024-03-21,18:00,SHIP_04,161,96,47,4,9,5,2360.9,1323.9,185,123,2200,250,0.2919254658385093,0.6017727272727273,1.0731363636363638,True,160.9000000000001,876.0999999999999,Overbooked,160.9000000000001,11,Medium
Rostock,Trelleborg,2025-02-05,14:00,SHIP_04,165,98,34,11,12,10,2360.9,1365.5,187,128,2200,250,0.206060606060606,0.6206818181818182,1.0731363636363638,True,160.9000000000001,834.5,Overbooked,160.9000000000001,11,Medium
Trelleborg,Travemünde,2024-12-31,22:00,SHIP_04,168,113,39,6,9,1,2360.7,1527.8,191,139,2200,250,0.2321428571428571,0.6944545454545454,1.0730454545454544,True,160.69999999999982,672.2,Overbooked,160.69999999999982,11,Medium
Trelleborg,Rostock,2025-04-30,14:00,SHIP_05,182,111,44,8,13,6,2560.6,1552.1,206,137,2400,280,0.2417582417582417,0.6467083333333333,1.0669166666666667,True,160.5999999999999,847.9000000000001,Overbooked,160.5999999999999,11,Medium
Travemünde,Klaipeda,2025-01-31,06:00,SHIP_03,166,107,37,7,13,2,2260.4,1418.9,195,139,2100,230,0.2228915662650602,0.6756666666666667,1.0763809523809524,True,160.4000000000001,681.0999999999999,Overbooked,160.4000000000001,11,Medium
Swinoujscie,Trelleborg,2025-06-16,06:00,SHIP_02,151,102,32,7,4,6,2160.2,1435.6,178,128,2000,220,0.2119205298013245,0.7178,1.0800999999999998,True,160.19999999999982,564.4000000000001,Overbooked,160.19999999999982,11,Medium
Rostock,Trelleborg,2024-01-23,14:00,SHIP_04,174,120,34,4,8,8,2359.9,1591.0,191,139,2200,250,0.1954022988505747,0.7231818181818181,1.0726818181818183,True,159.9000000000001,609.0,Overbooked,159.9000000000001,11,Medium
Klaipeda,Travemünde,2024-10-11,08:00,SHIP_02,151,96,40,4,6,5,2159.0,1335.8,169,115,2000,220,0.2649006622516556,0.6678999999999999,1.0795,True,159.0,664.2,Overbooked,159.0,11,Medium
Rostock,Trelleborg,2025-01-31,08:00,SHIP_05,180,107,53,5,10,5,2558.8,1484.9,204,127,2400,280,0.2944444444444444,0.6187083333333334,1.0661666666666667,True,158.80000000000018,915.1,Overbooked,158.80000000000018,11,Medium
Rostock,Klaipeda,2025-07-09,22:00,SHIP_02,161,99,47,8,4,3,2157.7,1289.8,187,120,2000,220,0.2919254658385093,0.6449,1.07885,True,157.69999999999982,710.2,Overbooked,157.69999999999982,11,Medium
Trelleborg,Rostock,2024-02-18,06:00,SHIP_02,157,94,42,7,10,4,2157.1,1249.3,178,115,2000,220,0.267515923566879,0.6246499999999999,1.07855,True,157.0999999999999,750.7,Overbooked,157.0999999999999,11,Medium
Travemünde,Klaipeda,2024-06-01,18:00,SHIP_01,138,75,45,5,6,7,1956.5,1059.8,165,100,1800,180,0.3260869565217391,0.5887777777777777,1.0869444444444445,True,156.5,740.2,Overbooked,156.5,11,Medium
Rostock,Trelleborg,2025-08-19,18:00,SHIP_01,143,93,34,5,8,3,1956.1,1238.6,159,113,1800,180,0.2377622377622377,0.688111111111111,1.086722222222222,True,156.0999999999999,561.4000000000001,Overbooked,156.0999999999999,11,Medium
Trelleborg,Rostock,2025-01-16,06:00,SHIP_05,184,104,56,11,9,4,2556.1,1407.5,216,134,2400,280,0.3043478260869565,0.5864583333333333,1.0650416666666669,True,156.0999999999999,992.5,Overbooked,156.0999999999999,11,Medium
Klaipeda,Rostock,2024-09-25,06:00,SHIP_01,141,81,40,7,6,7,1955.8,1113.0,158,96,1800,180,0.2836879432624113,0.6183333333333333,1.0865555555555555,True,155.79999999999995,687.0,Overbooked,155.79999999999995,11,Medium
Trelleborg,Rostock,2024-09-13,06:00,SHIP_05,182,108,54,7,10,3,2555.5,1472.0,211,138,2400,280,0.2967032967032967,0.6133333333333333,1.0647916666666666,True,155.5,928.0,Overbooked,155.5,11,Medium
Klaipeda,Rostock,2025-02-26,06:00,SHIP_03,156,90,43,8,10,5,2255.5,1263.3,175,112,2100,230,0.2756410256410256,0.6015714285714285,1.0740476190476191,True,155.5,836.7,Overbooked,155.5,11,Medium
Swinoujscie,Trelleborg,2024-09-12,18:00,SHIP_01,141,84,43,4,5,5,1955.1,1169.9,152,93,1800,180,0.3049645390070922,0.6499444444444445,1.0861666666666667,True,155.0999999999999,630.0999999999999,Overbooked,155.0999999999999,11,Medium
Klaipeda,Travemünde,2025-08-08,18:00,SHIP_01,133,86,29,5,10,3,1954.9,1235.5,162,117,1800,180,0.2180451127819548,0.6863888888888889,1.0860555555555556,True,154.9000000000001,564.5,Overbooked,154.9000000000001,11,Medium
Trelleborg,Travemünde,2025-08-23,18:00,SHIP_01,143,95,35,5,6,2,1954.6,1269.3,161,116,1800,180,0.2447552447552447,0.7051666666666666,1.085888888888889,True,154.5999999999999,530.7,Overbooked,154.5999999999999,11,Medium
Klaipeda,Travemünde,2024-07-15,10:00,SHIP_03,162,101,41,6,12,2,2254.0,1396.4,189,133,2100,230,0.2530864197530864,0.664952380952381,1.0733333333333333,True,154.0,703.5999999999999,Overbooked,154.0,11,Medium
Trelleborg,Travemünde,2025-08-13,18:00,SHIP_05,184,114,50,7,9,4,2553.8,1536.0,209,139,2400,280,0.2717391304347826,0.64,1.0640833333333335,True,153.80000000000018,864.0,Overbooked,153.80000000000018,11,Medium
Swinoujscie,Trelleborg,2025-10-29,08:00,SHIP_03,161,105,41,5,7,3,2253.6,1435.3,188,131,2100,230,0.2546583850931677,0.6834761904761905,1.0731428571428572,True,153.5999999999999,664.7,Overbooked,153.5999999999999,11,Medium
Klaipeda,Rostock,2024-11-04,08:00,SHIP_05,188,106,57,8,12,5,2553.2,1400.0,213,136,2400,280,0.3031914893617021,0.5833333333333334,1.0638333333333332,True,153.19999999999982,1000.0,Overbooked,153.19999999999982,11,Medium
Rostock,Klaipeda,2025-04-30,14:00,SHIP_05,189,117,51,6,10,5,2551.4,1524.9,223,148,2400,280,0.2698412698412698,0.635375,1.0630833333333334,True,151.4000000000001,875.0999999999999,Overbooked,151.4000000000001,11,Medium
Rostock,Trelleborg,2025-05-18,08:00,SHIP_02,149,83,45,4,11,6,2151.3,1145.3,175,107,2000,220,0.3020134228187919,0.57265,1.07565,True,151.30000000000018,854.7,Overbooked,151.30000000000018,11,Medium
Klaipeda,Travemünde,2024-02-02,08:00,SHIP_05,178,106,51,7,8,6,2550.9,1456.3,208,129,2400,280,0.2865168539325842,0.6067916666666666,1.062875,True,150.9000000000001,943.7,Overbooked,150.9000000000001,11,Medium
Travemünde,Trelleborg,2025-06-16,18:00,SHIP_02,153,94,37,3,14,5,2150.7,1297.8,182,129,2000,220,0.2418300653594771,0.6489,1.0753499999999998,True,150.69999999999982,702.2,Overbooked,150.69999999999982,11,Medium
Travemünde,Trelleborg,2024-08-24,08:00,SHIP_03,164,107,40,5,5,7,2250.2,1424.1,189,129,2100,230,0.2439024390243902,0.678142857142857,1.0715238095238095,True,150.19999999999982,675.9000000000001,Overbooked,150.19999999999982,11,Medium
Travemünde,Klaipeda,2024-08-11,22:00,SHIP_03,156,97,39,10,6,4,2249.9,1365.2,174,115,2100,230,0.25,0.6500952380952382,1.0713809523809523,True,149.9000000000001,734.8,Overbooked,149.9000000000001,11,Medium
Rostock,Trelleborg,2025-08-05,22:00,SHIP_04,172,104,51,3,11,3,2349.4,1340.1,200,135,2200,250,0.2965116279069767,0.6091363636363636,1.067909090909091,True,149.4000000000001,859.9000000000001,Overbooked,149.4000000000001,11,Medium
Trelleborg,Rostock,2024-05-27,22:00,SHIP_01,137,94,30,8,4,1,1949.3,1302.6,170,121,1800,180,0.218978102189781,0.7236666666666666,1.0829444444444445,True,149.29999999999995,497.4000000000001,Overbooked,149.29999999999995,11,Medium
Travemünde,Trelleborg,2024-09-18,22:00,SHIP_01,144,74,48,9,10,3,1949.3,981.6,171,97,1800,180,0.3333333333333333,0.5453333333333333,1.0829444444444445,True,149.29999999999995,818.4,Overbooked,149.29999999999995,11,Medium
Rostock,Klaipeda,2024-06-10,22:00,SHIP_01,144,88,37,3,10,6,1949.0,1125.5,167,114,1800,180,0.2569444444444444,0.6252777777777778,1.0827777777777778,True,149.0,674.5,Overbooked,149.0,11,Medium
Trelleborg,Rostock,2025-11-28,22:00,SHIP_03,162,98,46,6,9,3,2247.9,1347.8,184,124,2100,230,0.2839506172839506,0.6418095238095238,1.0704285714285715,True,147.9000000000001,752.2,Overbooked,147.9000000000001,11,Medium
Trelleborg,Swinoujscie,2024-07-08,06:00,SHIP_02,159,97,43,6,8,5,2147.3,1257.7,185,120,2000,220,0.270440251572327,0.62885,1.07365,True,147.30000000000018,742.3,Overbooked,147.30000000000018,11,Medium
Trelleborg,Swinoujscie,2024-08-02,08:00,SHIP_01,137,75,40,4,14,4,1947.2,1060.6,155,99,1800,180,0.291970802919708,0.5892222222222222,1.0817777777777775,True,147.20000000000005,739.4000000000001,Overbooked,147.20000000000005,11,Medium
Trelleborg,Swinoujscie,2025-03-20,14:00,SHIP_02,149,97,36,6,6,4,2147.1,1360.6,166,118,2000,220,0.2416107382550335,0.6802999999999999,1.07355,True,147.0999999999999,639.4000000000001,Overbooked,147.0999999999999,11,Medium
Swinoujscie,Trelleborg,2024-05-16,08:00,SHIP_04,164,94,53,7,8,2,2346.9,1293.6,184,119,2200,250,0.3231707317073171,0.588,1.0667727272727272,True,146.9000000000001,906.4,Overbooked,146.9000000000001,10,Medium
Rostock,Trelleborg,2024-08-18,22:00,SHIP_02,152,89,45,9,5,4,2146.0,1230.8,179,112,2000,220,0.2960526315789473,0.6154,1.073,True,146.0,769.2,Overbooked,146.0,10,Medium
Swinoujscie,Trelleborg,2025-05-05,06:00,SHIP_03,160,97,43,10,4,6,2245.5,1338.9,181,114,2100,230,0.26875,0.6375714285714286,1.0692857142857144,True,145.5,761.0999999999999,Overbooked,145.5,10,Medium
Klaipeda,Rostock,2025-06-28,06:00,SHIP_01,134,91,32,4,3,4,1944.4,1309.4,154,104,1800,180,0.2388059701492537,0.7274444444444444,1.0802222222222222,True,144.4000000000001,490.5999999999999,Overbooked,144.4000000000001,10,Medium
Swinoujscie,Trelleborg,2025-08-23,18:00,SHIP_02,152,91,42,6,12,1,2144.2,1212.8,173,118,2000,220,0.2763157894736842,0.6063999999999999,1.0720999999999998,True,144.19999999999982,787.2,Overbooked,144.19999999999982,10,Medium
Klaipeda,Travemünde,2024-01-27,10:00,SHIP_01,140,74,48,4,9,5,1943.5,1005.4,158,95,1800,180,0.3428571428571428,0.5585555555555556,1.0797222222222222,True,143.5,794.6,Overbooked,143.5,10,Medium
Klaipeda,Travemünde,2025-02-21,10:00,SHIP_04,166,96,41,7,12,10,2343.1,1264.9,193,125,2200,250,0.2469879518072289,0.5749545454545455,1.0650454545454544,True,143.0999999999999,935.1,Overbooked,143.0999999999999,10,Medium
Trelleborg,Travemünde,2024-09-30,22:00,SHIP_04,164,102,40,9,7,6,2342.3,1449.6,193,123,2200,250,0.2439024390243902,0.6589090909090909,1.0646818181818185,True,142.30000000000018,750.4000000000001,Overbooked,142.30000000000018,10,Medium
Klaipeda,Travemünde,2024-11-09,08:00,SHIP_02,149,70,58,6,8,7,2141.9,1009.4,175,87,2000,220,0.3892617449664429,0.5047,1.07095,True,141.9000000000001,990.6,Overbooked,141.9000000000001,10,Medium
Rostock,Klaipeda,2024-12-28,08:00,SHIP_01,136,77,38,5,11,5,1941.1,1097.9,150,97,1800,180,0.2794117647058823,0.6099444444444445,1.0783888888888888,True,141.0999999999999,702.0999999999999,Overbooked,141.0999999999999,10,Medium
Klaipeda,Rostock,2025-06-07,22:00,SHIP_01,139,88,29,7,12,3,1941.0,1146.8,160,114,1800,180,0.2086330935251798,0.6371111111111111,1.0783333333333334,True,141.0,653.2,Overbooked,141.0,10,Medium
Rostock,Klaipeda,2025-04-22,08:00,SHIP_03,156,94,35,5,16,6,2240.4,1355.5,179,127,2100,230,0.2243589743589743,0.6454761904761904,1.066857142857143,True,140.4000000000001,744.5,Overbooked,140.4000000000001,10,Medium
Rostock,Trelleborg,2025-07-05,22:00,SHIP_04,168,116,32,4,11,5,2340.4,1543.7,187,140,2200,250,0.1904761904761904,0.7016818181818182,1.0638181818181818,True,140.4000000000001,656.3,Overbooked,140.4000000000001,10,Medium
Trelleborg,Swinoujscie,2024-11-21,10:00,SHIP_04,174,105,50,8,7,4,2340.3,1371.7,198,126,2200,250,0.2873563218390804,0.6235,1.063772727272727,True,140.30000000000018,828.3,Overbooked,140.30000000000018,10,Medium
Trelleborg,Swinoujscie,2024-08-26,08:00,SHIP_03,163,99,52,4,7,1,2238.9,1296.8,187,120,2100,230,0.3190184049079754,0.6175238095238095,1.0661428571428573,True,138.9000000000001,803.2,Overbooked,138.9000000000001,10,Medium
Klaipeda,Rostock,2025-06-28,18:00,SHIP_03,163,104,41,4,9,5,2238.7,1375.0,185,126,2100,230,0.2515337423312883,0.6547619047619048,1.066047619047619,True,138.69999999999982,725.0,Overbooked,138.69999999999982,10,Medium
Klaipeda,Travemünde,2024-02-27,08:00,SHIP_03,158,102,42,6,5,3,2237.8,1386.9,183,123,2100,230,0.2658227848101265,0.6604285714285715,1.0656190476190477,True,137.80000000000018,713.0999999999999,Overbooked,137.80000000000018,10,Medium
Klaipeda,Travemünde,2024-11-08,10:00,SHIP_02,151,97,32,6,13,3,2137.5,1320.6,178,128,2000,220,0.2119205298013245,0.6603,1.06875,True,137.5,679.4000000000001,Overbooked,137.5,10,Medium
Trelleborg,Swinoujscie,2024-12-07,22:00,SHIP_01,137,79,34,6,14,4,1937.5,1079.6,161,107,1800,180,0.2481751824817518,0.5997777777777777,1.0763888888888888,True,137.5,720.4000000000001,Overbooked,137.5,10,Medium
Swinoujscie,Trelleborg,2024-04-24,18:00,SHIP_02,149,87,49,5,7,1,2137.3,1215.5,167,106,2000,220,0.3288590604026846,0.60775,1.06865,True,137.30000000000018,784.5,Overbooked,137.30000000000018,10,Medium
Travemünde,Trelleborg,2025-02-01,10:00,SHIP_01,130,82,36,3,6,3,1936.9,1148.1,144,96,1800,180,0.2769230769230769,0.6378333333333333,1.0760555555555555,True,136.9000000000001,651.9000000000001,Overbooked,136.9000000000001,10,Medium
Travemünde,Klaipeda,2024-06-26,10:00,SHIP_02,153,88,41,6,10,8,2136.4,1221.3,181,115,2000,220,0.2679738562091503,0.61065,1.0682,True,136.4000000000001,778.7,Overbooked,136.4000000000001,10,Medium
Travemünde,Trelleborg,2025-03-14,18:00,SHIP_01,138,90,29,5,7,7,1936.1,1195.7,158,112,1800,180,0.2101449275362318,0.6642777777777779,1.075611111111111,True,136.0999999999999,604.3,Overbooked,136.0999999999999,10,Medium
Klaipeda,Rostock,2025-04-25,18:00,SHIP_04,170,111,38,10,10,1,2335.9,1508.7,196,142,2200,250,0.2235294117647059,0.6857727272727273,1.061772727272727,True,135.9000000000001,691.3,Overbooked,135.9000000000001,10,Medium
Trelleborg,Swinoujscie,2024-04-19,10:00,SHIP_01,139,92,27,4,9,7,1935.9,1219.8,166,119,1800,180,0.1942446043165467,0.6776666666666666,1.0755,True,135.9000000000001,580.2,Overbooked,135.9000000000001,10,Medium
Travemünde,Klaipeda,2024-03-16,22:00,SHIP_01,138,74,43,7,7,7,1935.1,1010.5,163,97,1800,180,0.3115942028985507,0.5613888888888889,1.0750555555555554,True,135.0999999999999,789.5,Overbooked,135.0999999999999,10,Medium
Trelleborg,Rostock,2024-02-18,18:00,SHIP_03,159,94,41,6,11,7,2234.3,1338.0,183,121,2100,230,0.2578616352201258,0.6371428571428571,1.063952380952381,True,134.30000000000018,762.0,Overbooked,134.30000000000018,10,Medium
Trelleborg,Travemünde,2025-07-18,10:00,SHIP_01,142,89,37,5,6,5,1934.0,1156.0,165,111,1800,180,0.2605633802816901,0.6422222222222222,1.0744444444444443,True,134.0,644.0,Overbooked,134.0,10,Medium
Rostock,Klaipeda,2025-09-21,10:00,SHIP_01,138,77,37,6,14,4,1933.9,1021.7,158,103,1800,180,0.2681159420289855,0.5676111111111112,1.0743888888888888,True,133.9000000000001,778.3,Overbooked,133.9000000000001,10,Medium
Travemünde,Klaipeda,2024-11-18,08:00,SHIP_01,135,85,31,9,9,1,1933.4,1171.3,152,103,1800,180,0.2296296296296296,0.6507222222222222,1.0741111111111112,True,133.4000000000001,628.7,Overbooked,133.4000000000001,10,Medium
Trelleborg,Rostock,2025-01-01,14:00,SHIP_02,144,74,38,14,7,11,2132.9,1048.3,157,87,2000,220,0.2638888888888889,0.52415,1.06645,True,132.9000000000001,951.7,Overbooked,132.9000000000001,9,Medium
Travemünde,Klaipeda,2024-06-20,08:00,SHIP_03,160,84,49,11,9,7,2232.9,1108.9,188,110,2100,230,0.30625,0.5280476190476191,1.0632857142857144,True,132.9000000000001,991.1,Overbooked,132.9000000000001,9,Medium
Rostock,Klaipeda,2024-09-26,14:00,SHIP_02,148,92,39,3,8,6,2131.4,1276.6,176,121,2000,220,0.2635135135135135,0.6383,1.0657,True,131.4000000000001,723.4000000000001,Overbooked,131.4000000000001,9,Medium
Rostock,Klaipeda,2025-04-04,10:00,SHIP_03,157,96,43,6,11,1,2230.8,1328.3,180,122,2100,230,0.2738853503184713,0.6325238095238095,1.0622857142857145,True,130.80000000000018,771.7,Overbooked,130.80000000000018,9,Medium
Rostock,Klaipeda,2024-03-18,18:00,SHIP_02,152,87,49,8,7,1,2128.7,1215.9,172,107,2000,220,0.3223684210526316,0.60795,1.06435,True,128.69999999999982,784.0999999999999,Overbooked,128.69999999999982,9,Medium
Rostock,Trelleborg,2025-01-09,08:00,SHIP_02,154,94,38,4,15,3,2128.6,1298.1,170,123,2000,220,0.2467532467532467,0.6490499999999999,1.0643,True,128.5999999999999,701.9000000000001,Overbooked,128.5999999999999,9,Medium
Klaipeda,Travemünde,2024-04-02,14:00,SHIP_01,141,88,40,1,12,0,1928.5,1175.5,163,119,1800,180,0.2836879432624113,0.6530555555555555,1.071388888888889,True,128.5,624.5,Overbooked,128.5,9,Medium
Travemünde,Trelleborg,2025-10-03,14:00,SHIP_05,172,108,47,6,6,5,2528.1,1604.6,202,134,2400,280,0.2732558139534883,0.6685833333333333,1.053375,True,128.0999999999999,795.4000000000001,Overbooked,128.0999999999999,9,Medium
Klaipeda,Rostock,2025-03-26,10:00,SHIP_01,139,81,40,6,8,4,1927.5,1123.5,160,103,1800,180,0.2877697841726618,0.6241666666666666,1.0708333333333333,True,127.5,676.5,Overbooked,127.5,9,Medium
Klaipeda,Rostock,2024-08-07,14:00,SHIP_01,130,95,23,4,5,3,1927.1,1375.2,150,115,1800,180,0.1769230769230769,0.764,1.070611111111111,True,127.09999999999992,424.8,Overbooked,127.09999999999992,9,Medium
Swinoujscie,Trelleborg,2024-12-21,14:00,SHIP_01,139,87,33,9,6,4,1926.9,1164.1,161,107,1800,180,0.237410071942446,0.6467222222222222,1.0705,True,126.90000000000008,635.9000000000001,Overbooked,126.90000000000008,9,Medium
Klaipeda,Travemünde,2024-11-29,10:00,SHIP_02,158,90,42,8,11,7,2126.9,1176.1,179,116,2000,220,0.2658227848101265,0.58805,1.06345,True,126.90000000000008,823.9000000000001,Overbooked,126.90000000000008,9,Medium
Trelleborg,Travemünde,2025-12-31,08:00,SHIP_01,135,89,27,7,10,2,1926.4,1215.2,155,111,1800,180,0.2,0.6751111111111111,1.0702222222222222,True,126.40000000000008,584.8,Overbooked,126.40000000000008,9,Medium
Trelleborg,Rostock,2024-05-09,14:00,SHIP_05,189,119,45,7,13,5,2525.2,1519.3,220,156,2400,280,0.238095238095238,0.6330416666666666,1.0521666666666667,True,125.19999999999982,880.7,Overbooked,125.19999999999982,9,Medium
Klaipeda,Rostock,2025-06-07,06:00,SHIP_03,160,93,40,12,9,6,2224.4,1231.7,185,121,2100,230,0.25,0.5865238095238096,1.059238095238095,True,124.40000000000008,868.3,Overbooked,124.40000000000008,9,Medium
Rostock,Trelleborg,2025-12-19,08:00,SHIP_01,139,97,25,9,3,5,1924.2,1302.4,162,120,1800,180,0.1798561151079136,0.7235555555555556,1.069,True,124.20000000000005,497.5999999999999,Overbooked,124.20000000000005,9,Medium
Travemünde,Klaipeda,2024-10-17,08:00,SHIP_05,184,99,53,13,14,5,2523.6,1379.4,220,137,2400,280,0.2880434782608695,0.57475,1.0515,True,123.59999999999992,1020.6,Overbooked,123.59999999999992,9,Medium
Trelleborg,Rostock,2024-03-09,22:00,SHIP_04,165,95,48,9,11,2,2323.0,1308.3,193,124,2200,250,0.2909090909090909,0.5946818181818182,1.055909090909091,True,123.0,891.7,Overbooked,123.0,9,Medium
Klaipeda,Rostock,2024-12-10,18:00,SHIP_02,153,83,42,4,17,7,2122.9,1160.1,173,114,2000,220,0.2745098039215686,0.58005,1.06145,True,122.90000000000008,839.9000000000001,Overbooked,122.90000000000008,9,Medium
Klaipeda,Rostock,2024-09-10,18:00,SHIP_05,183,118,44,7,9,5,2522.6,1577.6,204,141,2400,280,0.2404371584699453,0.6573333333333333,1.0510833333333334,True,122.59999999999992,822.4000000000001,Overbooked,122.59999999999992,9,Medium
Trelleborg,Swinoujscie,2025-08-06,06:00,SHIP_05,185,104,46,11,13,11,2521.5,1405.6,209,133,2400,280,0.2486486486486486,0.5856666666666667,1.050625,True,121.5,994.4,Overbooked,121.5,9,Medium
