Customer_Number,Total_Final_Bookings,Loaded_Bookings,NoShow_Count,Reserved_Meter,Loaded_Meter,NoShow_Rate,Booking_Reliability_Score,Unused_Meter,Meter_Utilization_Rate,Risk_Category,Deferral_Candidate_Score
C00125,39,37,2,496.7,455.5,0.0512820512820512,0.9487179487179488,41.19999999999999,0.917052546808939,Low Risk,0.0576151316638532
C00599,38,36,2,523.1,483.5,0.0526315789473684,0.9473684210526316,39.60000000000002,0.9242974574651118,Low Risk,0.0572457716648723
C00805,40,38,2,554.3,506.8,0.05,0.95,47.49999999999994,0.914306332311023,Low Risk,0.0571387335377954
C00612,39,37,2,556.8,512.6,0.0512820512820512,0.9487179487179488,44.19999999999993,0.920617816091954,Low Risk,0.0569020778072502
C01160,38,36,2,581.1,540.3,0.0526315789473684,0.9473684210526316,40.80000000000007,0.9297883324728962,Low Risk,0.0561475966633155
C01086,40,38,2,574.4,528.1,0.05,0.95,46.29999999999996,0.9193941504178272,Low Risk,0.0561211699164345
C00124,39,37,2,625.0,580.6,0.0512820512820512,0.9487179487179488,44.39999999999998,0.92896,Low Risk,0.055233641025641
C00086,38,36,2,530.8,496.1,0.0526315789473684,0.9473684210526316,34.69999999999999,0.9346269781461944,Low Risk,0.0551798675286558
C00665,40,38,2,535.1,494.5,0.05,0.95,40.60000000000002,0.9241263315268172,Low Risk,0.0551747336946365
C00374,40,38,2,534.4,494.1,0.05,0.95,40.29999999999996,0.9245883233532934,Low Risk,0.0550823353293413
C00350,38,36,2,519.4,486.2,0.0526315789473684,0.9473684210526316,33.19999999999999,0.9360800924143242,Low Risk,0.0548892446750299
C01015,40,38,2,569.1,527.7,0.05,0.95,41.39999999999998,0.9272535582498682,Low Risk,0.0545492883500263
C00351,44,42,2,564.7,515.3,0.0454545454545454,0.9545454545454546,49.40000000000009,0.9125199220825216,Low Risk,0.053859651947132
C00320,41,39,2,539.4,499.5,0.048780487804878,0.951219512195122,39.89999999999998,0.9260289210233592,Low Risk,0.0538186060392305
C00885,39,37,2,550.7,517.4,0.0512820512820512,0.9487179487179488,33.30000000000007,0.9395315053568184,Low Risk,0.0531193399542773
C01172,43,41,2,601.9,556.2,0.0465116279069767,0.9534883720930232,45.69999999999993,0.92407376640638,Low Risk,0.0523945490443054
C00538,41,39,2,570.6,533.5,0.048780487804878,0.951219512195122,37.10000000000002,0.934980722046968,Low Risk,0.0520282458345088
C00944,42,40,2,591.7,550.6,0.0476190476190476,0.9523809523809524,41.10000000000002,0.930539124556363,Low Risk,0.0519874131839655
C01066,42,40,2,588.5,549.7,0.0476190476190476,0.9523809523809524,38.79999999999996,0.934069668649108,Low Risk,0.0512813043654165
C00787,43,41,2,574.7,535.4,0.0465116279069767,0.9534883720930232,39.30000000000007,0.9316164955629024,Low Risk,0.0508860032130009
C00714,41,39,2,546.9,516.6,0.048780487804878,0.951219512195122,30.299999999999955,0.9445968184311576,Low Risk,0.0501050265576709
C00433,46,44,2,606.7,560.3,0.0434782608695652,0.9565217391304348,46.40000000000009,0.923520685676611,Low Risk,0.0500784715603299
C00153,41,39,2,565.2,534.2,0.048780487804878,0.951219512195122,31.0,0.9451521585279548,Low Risk,0.0499939585383115
C00514,44,42,2,635.1,595.6,0.0454545454545454,0.9545454545454546,39.5,0.937805070067706,Low Risk,0.0488026223500951
C01166,44,42,2,616.0,578.8,0.0454545454545454,0.9545454545454546,37.200000000000045,0.9396103896103896,Low Risk,0.0484415584415584
C00207,47,45,2,641.6,595.7,0.0425531914893617,0.9574468085106383,45.89999999999998,0.9284600997506236,Low Risk,0.0483505332413646
C00446,46,44,2,643.9,601.3,0.0434782608695652,0.9565217391304348,42.60000000000002,0.9338406584873428,Low Risk,0.0480144769981836
C01128,23,22,1,322.0,301.0,0.0434782608695652,0.9565217391304348,21.0,0.9347826086956522,Low Risk,0.0478260869565217
C00188,48,46,2,650.8,604.6,0.0416666666666666,0.9583333333333334,46.19999999999993,0.9290104486785496,Low Risk,0.0475312435976234
C00111,47,45,2,679.7,634.9,0.0425531914893617,0.9574468085106383,44.80000000000007,0.9340885684860968,Low Risk,0.04722483949427
C00092,48,46,2,672.1,628.7,0.0416666666666666,0.9583333333333334,43.39999999999998,0.9354262758518078,Low Risk,0.0462480781629717
C00939,52,50,2,785.2,728.3,0.0384615384615384,0.9615384615384616,56.90000000000009,0.9275343861436576,Low Risk,0.0452623535404992
C00250,27,26,1,368.6,341.6,0.037037037037037,0.9629629629629628,27.0,0.9267498643516008,Low Risk,0.0442796567593095
C00241,27,26,1,385.4,357.9,0.037037037037037,0.9629629629629628,27.5,0.9286455630513752,Low Risk,0.0439005170193545
C00477,50,48,2,689.6,649.8,0.04,0.96,39.80000000000007,0.9422853828306264,Low Risk,0.0435429234338747
C00360,52,50,2,729.3,683.7,0.0384615384615384,0.9615384615384616,45.59999999999991,0.937474290415467,Low Risk,0.0432743726861373
C01116,52,50,2,734.4,691.0,0.0384615384615384,0.9615384615384616,43.39999999999998,0.9409041394335512,Low Risk,0.0425884028825205
C00352,51,49,2,709.4,671.5,0.0392156862745098,0.9607843137254902,37.89999999999998,0.946574570059205,Low Risk,0.0420576350077668
C00836,55,53,2,764.4,715.8,0.0363636363636363,0.9636363636363636,48.60000000000002,0.9364207221350078,Low Risk,0.0418067646639075
C00861,53,51,2,757.9,718.4,0.0377358490566037,0.9622641509433962,39.5,0.9478823063728724,Low Risk,0.0406122179707085
C00963,27,26,1,393.3,372.6,0.037037037037037,0.9629629629629628,20.700000000000045,0.9473684210526314,Low Risk,0.0401559454191033
C00680,31,30,1,409.0,385.1,0.032258064516129,0.967741935483871,23.899999999999977,0.9415647921760392,Low Risk,0.0374934931776953
C00103,62,60,2,816.1,770.2,0.032258064516129,0.967741935483871,45.89999999999998,0.9437568925376792,Low Risk,0.0370550731053673
C01135,35,34,1,466.8,435.3,0.0285714285714285,0.9714285714285714,31.5,0.9325192802056556,Low Risk,0.0363532868160117
C00860,31,30,1,419.3,397.3,0.032258064516129,0.967741935483871,22.0,0.9475316002861912,Low Risk,0.0363001315556649
C00101,31,30,1,389.2,368.9,0.032258064516129,0.967741935483871,20.30000000000001,0.947841726618705,Low Risk,0.0362381062891622
C00908,33,32,1,454.6,428.3,0.0303030303030303,0.9696969696969696,26.30000000000001,0.942146942366916,Low Risk,0.035813035769041
C00858,30,29,1,394.0,377.0,0.0333333333333333,0.9666666666666668,17.0,0.9568527918781726,Low Risk,0.0352961082910321
C00786,35,34,1,485.0,455.3,0.0285714285714285,0.9714285714285714,29.69999999999999,0.9387628865979382,Low Risk,0.0351045655375552
C00012,35,34,1,488.5,459.4,0.0285714285714285,0.9714285714285714,29.100000000000023,0.94042988741044,Low Risk,0.0347711653750548
C00362,35,34,1,506.3,476.7,0.0285714285714285,0.9714285714285714,29.600000000000023,0.9415366383567054,Low Risk,0.0345498151858017
C00273,31,30,1,408.5,390.9,0.032258064516129,0.967741935483871,17.600000000000023,0.9569155446756424,Low Risk,0.0344233426777747
C00307,34,33,1,492.5,466.4,0.0294117647058823,0.9705882352941176,26.100000000000023,0.947005076142132,Low Risk,0.0341283965362795
C01006,38,37,1,542.2,508.3,0.0263157894736842,0.9736842105263158,33.900000000000034,0.9374769457764662,Low Risk,0.0335572424236541
C00807,32,31,1,474.2,454.2,0.03125,0.96875,20.0,0.9578237030788695,Low Risk,0.033435259384226
C00139,41,40,1,561.1,522.3,0.024390243902439,0.975609756097561,38.80000000000007,0.930850115843878,Low Risk,0.0333421719531756
C01161,35,34,1,462.2,438.6,0.0285714285714285,0.9714285714285714,23.59999999999997,0.9489398528775422,Low Risk,0.0330691722816344
C01079,38,37,1,552.0,519.4,0.0263157894736842,0.9736842105263158,32.60000000000002,0.9409420289855072,Low Risk,0.0328642257818459
C00001,34,33,1,437.6,417.6,0.0294117647058823,0.9705882352941176,20.0,0.9542961608775136,Low Risk,0.0326701795892031
C00267,39,38,1,561.4,527.5,0.0256410256410256,0.9743589743589745,33.89999999999998,0.9396152475952976,Low Risk,0.032589770993761
C01189,36,35,1,445.1,422.7,0.0277777777777777,0.9722222222222222,22.400000000000038,0.9496742305099976,Low Risk,0.0322873761202226
C00632,37,36,1,502.4,476.2,0.027027027027027,0.972972972972973,26.19999999999999,0.9478503184713376,Low Risk,0.032051557927354
C00171,36,35,1,537.8,511.4,0.0277777777777777,0.9722222222222222,26.399999999999977,0.9509111193752324,Low Risk,0.0320399983471757
C01056,38,37,1,505.7,479.2,0.0263157894736842,0.9736842105263158,26.5,0.9475973897567728,Low Risk,0.0315331536275928
C00827,41,40,1,568.9,535.8,0.024390243902439,0.975609756097561,33.10000000000002,0.9418175426261204,Low Risk,0.0311486865967271
C00013,40,39,1,547.5,517.8,0.025,0.975,29.700000000000045,0.9457534246575342,Low Risk,0.0308493150684931
C00470,38,37,1,553.2,526.4,0.0263157894736842,0.9736842105263158,26.800000000000068,0.9515545914678236,Low Risk,0.0307417132853826
C00726,41,40,1,569.9,539.3,0.024390243902439,0.975609756097561,30.600000000000023,0.9463063695385154,Low Risk,0.0302509212142481
C00138,42,41,1,557.3,526.3,0.0238095238095238,0.9761904761904762,31.0,0.9443746635564328,Low Risk,0.0301726863363324
C00903,42,41,1,596.1,563.1,0.0238095238095238,0.9761904761904762,33.0,0.9446401610468044,Low Risk,0.0301195868382582
C00682,40,39,1,557.7,529.5,0.025,0.975,28.200000000000045,0.9494351802044108,Low Risk,0.0301129639591178
C00562,40,39,1,586.0,556.4,0.025,0.975,29.600000000000023,0.9494880546075084,Low Risk,0.0301023890784983
C00691,40,39,1,518.9,492.9,0.025,0.975,26.0,0.9498940065523224,Low Risk,0.0300211986895355
C01102,34,33,1,447.3,432.9,0.0294117647058823,0.9705882352941176,14.400000000000034,0.9678068410462776,Low Risk,0.0299680435554503
C00575,39,38,1,565.5,539.9,0.0256410256410256,0.9743589743589745,25.600000000000023,0.9547303271441202,Low Risk,0.0295667550839964
C01109,43,42,1,608.9,576.3,0.0232558139534883,0.9767441860465116,32.60000000000002,0.9464608310067334,Low Risk,0.029312484961444
C00498,39,38,1,490.6,469.9,0.0256410256410256,0.9743589743589745,20.700000000000045,0.9578067672238076,Low Risk,0.028951467068059
C01169,38,37,1,521.8,501.3,0.0263157894736842,0.9736842105263158,20.499999999999943,0.9607129168263704,Low Risk,0.0289100482136732
C00062,42,41,1,597.8,568.5,0.0238095238095238,0.9761904761904762,29.299999999999955,0.9509869521579124,Low Risk,0.0288502286160365
C01117,39,38,1,527.7,506.3,0.0256410256410256,0.9743589743589745,21.400000000000038,0.95944665529657,Low Risk,0.0286234894535065
C00026,43,42,1,543.5,516.3,0.0232558139534883,0.9767441860465116,27.200000000000045,0.9499540018399264,Low Risk,0.0286138507948054
C00620,41,40,1,583.5,557.1,0.024390243902439,0.975609756097561,26.399999999999977,0.9547557840616968,Low Risk,0.0285610383096118
C00219,41,40,1,562.3,537.5,0.024390243902439,0.975609756097561,24.799999999999955,0.9558954294860396,Low Risk,0.0283331092247433
C00358,45,44,1,654.6,620.2,0.0222222222222222,0.9777777777777776,34.39999999999998,0.9474488237091354,Low Risk,0.0282880130359507
C00757,46,45,1,642.9,608.1,0.0217391304347826,0.9782608695652174,34.799999999999955,0.945870275314979,Low Risk,0.0282172492848302
C00409,43,42,1,594.9,566.4,0.0232558139534883,0.9767441860465116,28.5,0.9520927887039838,Low Risk,0.0281860934219939
C00378,46,45,1,667.2,631.7,0.0217391304347826,0.9782608695652174,35.5,0.9467925659472424,Low Risk,0.0280327911583776
C00622,44,43,1,643.6,612.5,0.0227272727272727,0.9772727272727272,31.100000000000023,0.9516780609073958,Low Risk,0.027846206000339
C00334,44,43,1,613.1,584.0,0.0227272727272727,0.9772727272727272,29.100000000000023,0.9525362909802642,Low Risk,0.0276745599857653
C00678,43,42,1,617.7,590.1,0.0232558139534883,0.9767441860465116,27.600000000000023,0.9553181155900924,Low Risk,0.0275410280447722
C00174,43,42,1,595.4,570.1,0.0232558139534883,0.9767441860465116,25.299999999999955,0.9575075579442393,Low Risk,0.0271031395739428
C00626,46,45,1,636.7,606.9,0.0217391304347826,0.9782608695652174,29.800000000000068,0.9531961677399088,Low Risk,0.0267520707998443
C00194,49,48,1,658.9,625.1,0.0204081632653061,0.979591836734694,33.799999999999955,0.948702382759144,Low Risk,0.026586054060416
C00490,47,46,1,664.5,633.0,0.0212765957446808,0.9787234042553192,31.5,0.9525959367945824,Low Risk,0.0265020892368282
C00197,50,49,1,740.4,702.1,0.02,0.98,38.29999999999996,0.948271204754187,Low Risk,0.0263457590491626
C00043,46,45,1,666.0,637.2,0.0217391304347826,0.9782608695652174,28.799999999999955,0.9567567567567568,Low Risk,0.0260399529964747
C00189,47,46,1,657.2,628.1,0.0212765957446808,0.9787234042553192,29.100000000000023,0.9557212416311625,Low Risk,0.0258770282695122
C01104,49,48,1,749.2,714.0,0.0204081632653061,0.979591836734694,35.200000000000045,0.9530165509877202,Low Risk,0.0257232204147008
C00205,51,50,1,667.7,634.2,0.0196078431372549,0.9803921568627452,33.5,0.94982776696121,Low Risk,0.0257207211175619
C00034,45,44,1,634.6,609.4,0.0222222222222222,0.9777777777777776,25.200000000000045,0.9602899464229436,Low Risk,0.025719788493189
C00942,47,46,1,656.3,629.3,0.0212765957446808,0.9787234042553192,27.0,0.9588602773122048,Low Risk,0.0252492211333037
C01156,44,43,1,651.1,628.7,0.0227272727272727,0.9772727272727272,22.399999999999977,0.9655966825372448,Low Risk,0.0250624816743692
C00984,50,49,1,729.4,696.7,0.02,0.98,32.69999999999993,0.9551686317521252,Low Risk,0.0249662736495749
C01095,47,46,1,684.2,657.3,0.0212765957446808,0.9787234042553192,26.90000000000009,0.9606840105232388,Low Risk,0.0248844744910969
C00281,48,47,1,701.3,672.8,0.0208333333333333,0.9791666666666666,28.5,0.9593611863681734,Low Risk,0.024794429393032
C00438,45,44,1,614.5,593.3,0.0222222222222222,0.9777777777777776,21.200000000000045,0.965500406834825,Low Risk,0.0246776964108127
C01154,49,48,1,669.2,642.9,0.0204081632653061,0.979591836734694,26.300000000000068,0.9606993424985056,Low Risk,0.0241866621125438
C00863,48,47,1,664.4,640.9,0.0208333333333333,0.9791666666666666,23.5,0.9646297411198074,Low Risk,0.0237407184427052
C00869,45,45,0,566.3,549.4,0.0,1.0,16.899999999999977,0.9701571605156278,Low Risk,0.0059685678968744
C00224,43,43,0,629.2,610.7,0.0,1.0,18.5,0.9705975842339478,Low Risk,0.0058804831532104
C00563,37,37,0,510.3,495.3,0.0,1.0,15.0,0.9706055261610818,Low Risk,0.0058788947677836
C00299,43,43,0,643.2,625.0,0.0,1.0,18.200000000000045,0.9717039800995024,Low Risk,0.0056592039800995
C00140,49,49,0,716.7,696.6,0.0,1.0,20.100000000000023,0.9719547928003348,Low Risk,0.005609041439933
C01075,30,30,0,407.7,396.3,0.0,1.0,11.399999999999975,0.972038263428992,Low Risk,0.0055923473142016
C01003,32,32,0,462.0,449.1,0.0,1.0,12.899999999999975,0.972077922077922,Low Risk,0.0055844155844155
C00644,31,31,0,408.4,397.2,0.0,1.0,11.200000000000044,0.9725759059745348,Low Risk,0.005484818805093
C00595,36,36,0,559.6,544.4,0.0,1.0,15.200000000000044,0.9728377412437454,Low Risk,0.0054324517512509
C00492,32,32,0,466.3,454.0,0.0,1.0,12.300000000000011,0.9736221316748874,Low Risk,0.0052755736650225
C00412,38,38,0,540.5,526.5,0.0,1.0,14.0,0.9740980573543015,Low Risk,0.0051803885291396
C00309,40,40,0,595.5,580.1,0.0,1.0,15.399999999999975,0.9741393786733836,Low Risk,0.0051721242653232
C01150,40,40,0,545.3,531.6,0.0,1.0,13.699999999999932,0.9748762149275628,Low Risk,0.0050247570144874
C00687,33,33,0,468.0,456.3,0.0,1.0,11.699999999999989,0.975,Low Risk,0.005
C00038,40,40,0,534.2,521.0,0.0,1.0,13.200000000000044,0.9752901535005616,Low Risk,0.0049419692998877
C00044,26,26,0,384.9,375.4,0.0,1.0,9.5,0.9753182644842816,Low Risk,0.0049363471031436
C00310,23,23,0,279.6,272.9,0.0,1.0,6.7000000000000455,0.9760371959942774,Low Risk,0.0047925608011445
C00007,38,38,0,518.4,506.1,0.0,1.0,12.299999999999956,0.9762731481481484,Low Risk,0.0047453703703703
C01179,36,36,0,478.4,467.1,0.0,1.0,11.300000000000011,0.9763795986622074,Low Risk,0.0047240802675585
C00276,27,27,0,338.8,330.8,0.0,1.0,8.0,0.9763872491145218,Low Risk,0.0047225501770956
C00132,34,34,0,505.0,493.5,0.0,1.0,11.5,0.9772277227722772,Low Risk,0.0045544554455445
C00872,36,36,0,535.5,523.7,0.0,1.0,11.799999999999956,0.9779645191409898,Low Risk,0.004407096171802
C00346,33,33,0,504.5,494.0,0.0,1.0,10.5,0.979187314172448,Low Risk,0.0041625371655104
